,timestamp,GPS_INPUT.sysid,GPS_INPUT.compid,GPS_INPUT.time_usec,GPS_INPUT.gps_id,GPS_INPUT.ignore_flags,GPS_INPUT.time_week_ms,GPS_INPUT.time_week,GPS_INPUT.fix_type,GPS_INPUT.lat,GPS_INPUT.lon,GPS_INPUT.alt,GPS_INPUT.hdop,GPS_INPUT.vdop,GPS_INPUT.vn,GPS_INPUT.ve,GPS_INPUT.vd,GPS_INPUT.speed_accuracy,GPS_INPUT.horiz_accuracy,GPS_INPUT.vert_accuracy,GPS_INPUT.satellites_visible,GPS_INPUT.yaw,GPS_INPUT.lat_deg,GPS_INPUT.lon_deg,GPS_INPUT.rate
10,1728407261.85,1,220,0,0,185,0,0,3,476190932,-1223624258,0.0,0.699999988079071,2.64992618560791,0.0,0.0,0.0,0.0,2.64992618560791,0.0,23,35400,47.6190932,-122.3624258,3.4698126668599163
11,1728407262.125,1,220,0,0,185,0,0,3,476190936,-1223624278,0.0,0.699999988079071,2.6402010917663574,0.0,0.0,0.0,0.0,2.6402010917663574,0.0,23,35400,47.6190936,-122.3624278,3.4710169574280916
12,1728407262.3869998,1,220,0,0,185,0,0,3,476190936,-1223624278,0.0,0.699999988079071,2.6402010917663574,0.0,0.0,0.0,0.0,2.6402010917663574,0.0,23,35400,47.6190936,-122.3624278,3.465003563473909
13,1728407263.188,1,220,0,0,185,0,0,3,476190956,-1223624282,0.0,0.699999988079071,2.7989728450775146,0.0,0.0,0.0,0.0,2.7989728450775146,0.0,22,35600,47.6190956,-122.3624282,3.4740316321033577
14,1728407263.421,1,220,0,0,185,0,0,3,476190956,-1223624282,0.0,0.699999988079071,2.607057809829712,0.0,0.0,0.0,0.0,2.607057809829712,0.0,22,35600,47.6190956,-122.3624282,3.4590106841376107
15,1728407263.674,1,220,0,0,185,0,0,3,476190934,-1223624316,0.0,0.699999988079071,2.607057809829712,0.0,0.0,0.0,0.0,2.607057809829712,0.0,22,35700,47.6190934,-122.3624316,3.4764470584149554
16,1728407263.949,1,220,0,0,185,0,0,3,476190910,-1223624337,0.0,0.699999988079071,2.531008005142212,0.0,0.0,0.0,0.0,2.531008005142212,0.0,22,35700,47.619091,-122.3624337,3.4620045303244744
17,1728407264.1899998,1,220,0,0,185,0,0,3,476190910,-1223624337,0.0,0.699999988079071,2.531008005142212,0.0,0.0,0.0,0.0,2.531008005142212,0.0,22,35700,47.619091,-122.3624337,3.4879663902164393
18,1728407264.493,1,220,0,0,185,0,0,3,476190898,-1223624352,0.0,0.699999988079071,2.509572982788086,0.0,0.0,0.0,0.0,2.509572982788086,0.0,22,35700,47.6190898,-122.3624352,3.4632035489896524
19,1728407264.76,1,220,0,0,185,0,0,3,476190898,-1223624352,0.0,0.699999988079071,2.509572982788086,0.0,0.0,0.0,0.0,2.509572982788086,0.0,22,35700,47.6190898,-122.3624352,3.4849276379474134
20,1728407264.9959998,1,220,0,0,185,0,0,3,476190895,-1223624372,0.0,0.699999988079071,2.4957592487335205,0.0,0.0,0.0,0.0,2.4957592487335205,0.0,23,34800,47.6190895,-122.3624372,3.4488704801661356
21,1728407265.247,1,220,0,0,185,0,0,3,476190895,-1223624372,0.0,0.699999988079071,2.4957592487335205,0.0,0.0,0.0,0.0,2.4957592487335205,0.0,23,34800,47.6190895,-122.3624372,3.4782608695652173
22,1728407265.5519998,1,220,0,0,185,0,0,3,476190909,-1223624365,0.0,0.699999988079071,2.464953660964966,0.0,0.0,0.0,0.0,2.464953660964966,0.0,23,34300,47.6190909,-122.3624365,3.1872509475761057
23,1728407265.794,1,220,0,0,185,0,0,3,476190909,-1223624365,0.0,0.699999988079071,2.464953660964966,0.0,0.0,0.0,0.0,2.464953660964966,0.0,23,34300,47.6190909,-122.3624365,3.487966535245389
